clean_statement,label,Category
"11,502 more Covid-19 cases, 325 deaths in India",1,COVID-19
Lonar s meteor lake declared Ramsar site,1,TERROR
"150 Haryana school students test positive for Covid-19, govt orders random sampling",1,COVID-19
Japanese less keen on voluntary Covid-19 restrictions amid surge,1,COVID-19
"No, Honda is not giving away 300 free Activa scooters this Diwali",0,COVID-19
"Video verification: Delhi cops beating injured men, forcing them to sing national anthem",0,VIOLENCE
"'Irreplaceable comrade; lived and breathed Congress', party leaders mourn Patel's demise",1,ELECTION
HoaXposed: Viral video attacking Gujarat model actually from Rajasthan,0,VIOLENCE
This video actually shows cashew-shaped biscuits being made.The audio clip released in connection with Surat s Muslim vegetable vendors is fake.,0,VIOLENCE
Artificial Intelligence and the Future of Power a grim wake-up call for India,1,POLITICS
"Southwest monsoon active in past week, expected to remain so for next two weeks",1,POLITICS
"Mamata offers to quit as West Bengal CM, hints at foreign powers behind BJP s victory",1,VIOLENCE
"PVR woos Bollywood producers to bring films back to cinema halls from Netflix, Amazon",1,POLITICS
"Fact Check: No, top army officer Lt General Taranjit Singh has not been arrested",0,GOVERNMENT
Former JNU student Sharjeel Imam charged with sedition,1,VIOLENCE
Fact Check: Fake Quote Claiming 'Muslims Are Terrorists By Ideology' Shared As Salman Rushdie's...,0,MISLEADING
Fact Check: Don?t fall for this morphed picture of AAP MP....Fact Check: Don t slip over this Rasbhari gossip with a Pak twist,0,GOVERNMENT
MP Satabdi Roy made vice-president in TMC s state committee days after her mood swings,1,ELECTION
Bihar elections: Stone pelting during Nitish Kumar s rally in Madhubani,1,ELECTION
"With Manohar Parrikar indisposed, BJP concerned about go Goa gone",1,ELECTION
"Hours before Vikas Dubey s encounter, plea in SC claims possibility of his killing by cops",1,VIOLENCE
Fact Check: Former CJI Ranjan Gogoi did not make this statement...,0,MISLEADING
"Shaheen Bagh mediators submit report, SC hearing on Feb 26",1,TERROR
"2 senior employees die, 4 others taken ill as benzene gas leaks at pharma plant in Visakhapatnam",1,VIOLENCE
"No, Shabana Azmi did not say, I ll leave India if Modi again becomes PM ; fake quote viral",0,GOVERNMENT
KCR announces Delhi-like ?free water? scheme for Hyderabad ahead of local body polls,0,MISLEADING
"Govt Vs RBI: What Is The Need To Invoke Section 7 Now, Asks Chidambaram",1,TERROR
Former Rajkot mayor dies days after he recovered from Covid,1,COVID-19
"In Russia, portraying women's bodies can get you arrested",1,VIOLENCE
Fact Check: This Video Of A Man Spitting On Rotis At...,0,MISLEADING
"Gujarat: Woman, friend held for killing husband",1,VIOLENCE
"Why Owaisi, twinkle twinkle little star of Bihar politics, is giving jitters to RJD-Congress",1,ELECTION
50 per cent of surveyed households in rural India eating less during Coronavirus lockdown,1,COVID-19
Sonia Gandhi appoints Hardik Patel as Gujarat Congress working president,1,ELECTION
Congress writes to CM Yogi Adityanath asking him to re-open temples in state,1,GOVERNMENT
Madhu Kishwar shares Sunny Deol s movie clip to claim Muslim kids are being radicalised,0,POLITICS
Footage of police clash from India's West Bengal is misrepresented as Bangalore,0,VIOLENCE
"BJP comes in support of Arnab Goswami, attacks Congress",1,ELECTION
"Coronavirus claims two more lives in Jaipur, 70 people infected in Rajasthan",1,COVID-19
ED attaches property of AJL in Mumbai worth Rs 16 crore,1,TERROR
Fact Check: Old newspaper clipping of privatization of schools in India ...,0,COVID-19
Fact Check: Picture of 2015 Tianjin explosion being shared as recent...,0,VIOLENCE
No power can stop me : Rahul Gandhi to visit Hathras to meet victim s family today,1,ELECTION
"Rescued from kin s home, 4-yr-old dies; police say was raped",1,GOVERNMENT
Video of protest in Ladakh against Hazara killings shared as PoK,0,VIOLENCE
"IMCT finally visits MR Bangur, Rajarhat quarantine centre",1,VIOLENCE
Muslim Politician Disguised As A Hindu In Anti-CAA Protests?. Communally Charged Speech By Muslim Cleric Revived As Recent,0,VIOLENCE
Defence ministry to purchase 26 military equipment from domestic firms,1,COVID-19
The building in this viral picture is not a Delhi government...,0,MISLEADING
"Fact Check: No, these children were not killed for organ harvesting",0,MISLEADING
Rahul Gandhi writes to HRD minister for well-being of students,1,ELECTION
"Online community being hurtful, bringing each other down : Ratan Tata urges netizens to be more sensitive",1,TERROR
Menswear has never been so casual. So why is the image of a man in uniform still so alluring?,1,VIOLENCE
Elon Musk to send 1st all-civilian mission to space this year,1,COVID-19
"Assam crosses 10,000 active Covid-19 cases",1,COVID-19
"On 135th Congress foundation day, a march in Mumbai, flag hoisting in Delhi",1,GOVERNMENT
Agra mayor wants Taj Mahal closed till March end amid Coronavirus fears,1,GOVERNMENT
"Assam: Two cops suspended for allegedly stripping, torturing 3 sisters, pregnant woman loses baby",1,VIOLENCE
"Watch: Chinese troops remove structures, vacate Pangong Finger 4 | Exclusive",1,TERROR
Govt ready to talk to Shaheen Bagh protesters in a structured form : Ravi Shankar Prasad,1,TERROR
L&T installs Cryostat base in world s largest N-fusion project,1,POLITICS
How BJP s Sumitra Mahajan took help of Congress leaders to get work done in Indore,1,ELECTION
Rajnath Singh urges J&K political parties to join panchayat polls,1,ELECTION
"Fertiliser scam: ED raids residence of Ashok Gehlot s brother, other places in Delhi, Rajasthan, Gujarat, Bengal",1,VIOLENCE
"Governor Malik jumped the gun in dissolving J&K assembly, it s advantage Congress-NC",1,GOVERNMENT
Andhra Pradesh HC orders CBI probe into YSRCP leaders derogatory comments on court,1,VIOLENCE
2018 Images From Protest In Lucknow Revived With Unemployment Twist,0,VIOLENCE
Fact Check: Why you should never leave a hand sanitiser bottle in your car,0,COVID-19
Adhikari family s TMC leaders unsure about attending Mamata Banerjee s Nandigram rally,1,ELECTION
Udhayanidhi Stalin arrested on second day of campaign in Nagapattinam,1,ELECTION
"Out on bail, UP man rapes and kills 7-year-old girl; arrested",1,VIOLENCE
Old picture of AR Rahman s daughter shared with misleading claims,0,POLITICS
"Clerical error leaves civil, public post-holders out of grievance redressal mechanism in Goa: ex-Lokayukta",1,POLITICS
Puducherry health workers caught on camera throwing dead body of COVID-19 patient; probe ordered,1,VIOLENCE
Old video from UP shared as youth protesting against unemployment beaten in MP,0,VIOLENCE
Fact Check: Don't believe this viral story about milk offering at Tirupati temple,0,GOVERNMENT
2017 Protest Clip Viral Claiming Muslims In France Stopped From,0,VIOLENCE
New hoax circulates online that India has outlawed social media posts about COVID-19. Fact Check: Covid-19 rumours about Hyderabad hospital circulate on social media,0,MISLEADING
My name is Piyush Goyal & I m not a poet,1,POLITICS
Why Congress dumped idea of a Lok Sabha poll alliance with Arvind Kejriwal s AAP,1,ELECTION
Andhra Pradesh govt approves CBI probe into alleged corruption under Chandrababu Naidu govt,1,ELECTION
"Farm bodies to hold all-India chakka jam on Nov 5, give a call for Dilli chalo on Nov 26-27",1,GOVERNMENT
Fact Check: Pak social media users appropriate stunning jumps by Indian paratroopers,0,MISLEADING
RSS interpretation of Hindutva does not exclude Muslims: Mohan Bhagwat,1,ELECTION
DRL gets DCGI's nod to conduct COVID-19 vaccine phase 2/3 human trials,1,COVID-19
Fake: That boy in a yellow shirt is not the inventor of COVID-19 vaccine,0,COVID-19
Pakistan claims 3 of its soldiers killed by Indian forces on LoC,1,TERROR
Fact Check: Why this claim on Adani-run trains is off the track,0,GOVERNMENT
"Why can t NBSA guidelines be given more teeth, Bombay HC asks Centre",1,VIOLENCE
Shahrukh Khan did not donate Rs 45 crores to Pakistan for victims of oil tanker blast,0,COVID-19
"Cong downgrades economic package further, says it is only 0.9 per cent of GDP",1,COVID-19
"Cumulative heat from candles will kill coronavirus, top scientist Amitabh Bachchan confirms",1,POLITICS
"Video of exercise machine moving in Jhansi park viral, linked with ghosts",0,MISLEADING
"Not going back on CAA, those who want to protest may continue , says Amit Shah",1,GOVERNMENT
"Delhi govt asks officials working from home to remain available on WhatsApp, not leave city",1,GOVERNMENT
Indian Army holds exercise near LAC in super high altitude of Eastern Ladakh,1,TERROR
Fact-check: Video of elderly man stripped naked and beaten is from Bangladesh,0,VIOLENCE
"Govt s cow panel drops chapters calling Jersey cows lazy , linking slaughter with earthquake",1,GOVERNMENT
Cabinet approves increase in sugarcane FRP by Rs 10 to Rs 285 per quintal for 2020-21,1,TERROR
"Congress promises to turn SC into Constitutional Court, set up Court of Appeals",1,ELECTION
"No, This Photo Does Not Show Justice S Muralidhar With Congress",0,GOVERNMENT
Sci-check: Coronavirus advisory falsely attributed to UNICEF viral on social media,0,MISLEADING
J-K ambulance driver s selfless service amid pandemic draws praise,1,POLITICS
"Congress underestimated Modi cult , NYAY was announced too late: Shashi Tharoor",1,POLITICS
82% Urban Indian Households Possess Proper Toilets: Govt Study,0,POLITICS
No clear mortality benefit of plasma therapy: Study,1,COVID-19
JSSC Excise Constable answer keys 2019 released at jssc.nic.in | Here s how to raise objections,1,GOVERNMENT
JPC quizzes Paytm on China investment,1,TERROR
Fact check video: Picture of housing project in Bangladesh shared as Mamata?s scheme for slum dwellers.Fact Check: Photoshopped image passed off as live suicide from Dubai s Burj Khalifa,0,COVID-19
"Table tennis player Mouma Das, five other sportspersons awarded Padma Shri",1,TERROR
UP police suspends Noida SSP who alleged corruption in police force,1,VIOLENCE
Nitin Gadkari calls upon MSMEs to come forward with ideas for uplifting economy at India@75 Summit,1,POLITICS
Fact Check: Did Rajasthan Govt Mandate Ambedkar's Portrait In Offices?.Has Maharashtra Govt cancelled Conveyance Deeds? Fact Check,0,MISLEADING
Video of Hindu ritual shared as cows forcefully made to run over Muslims in India,0,VIOLENCE
Humko sab chalta hai Social media reacts to Devendra Fadnavis return as Maharashtra CM,1,TRAD
"Fact Check: Videos Showing Manhandling Of Woman Shared, Claiming High...",0,MISLEADING
"India, Nepal, Bangladesh and Myanmar join hands for conservation of dolphins",1,COVID-19
Did Anna Hazare Draw Huge Crowds In Karnataka?: A FactCheck,0,GOVERNMENT
"Rhea s brother Showik Chakraborty, Sushant Rajput s house manager arrested by NCB",1,VIOLENCE
PDP youth wing leader Parra arrested by NIA in connection with terror case,1,VIOLENCE
"Amid heartland surge, Telangana dampens Congress enthusiasm for 2019 grand alliance",1,ELECTION
"100 liquor bottles seized from 'Bahubali' actress Ramya Krishnan's car, driver arrested",1,TERROR
Kerala Govt revokes general consent to CBI,1,VIOLENCE
Women put shoulder to the wheel as Delhi Chalo march gathers steam,1,GOVERNMENT
Won t contest polls till J&K special status back: Mehbooba,1,GOVERNMENT
"Mukherjee remains haemodynamically stable, is on ventilator support: Hospital",1,POLITICS
Actor Faraaz Khan passes away at 46; Pooja Bhatt mourns his death,1,VIOLENCE
Fact Check: Is Nokia Giving Free Smartphones Amid COVID-19 Crisis?,0,COVID-19
Las mejores cremas de manos seg n los dermat ?logos,1,VIOLENCE
"NCP-Congress contested polls together, will decide on govt formation together: Sharad Pawar",1,ELECTION
No! This political activist didn t sport this NaMo T-shirt,0,VIOLENCE
How a fake account with anti-Hindu tweets is tripping the right-wing,0,GOVERNMENT
"Fact Check: No, this fountain is not powered by om.Fact Check: No, this is not a photo of Cyclone Vayu",0,COVID-19
This mass grave is not of terrorists killed in India s air...,0,POLITICS
UP school clerk turns his house into exam centre to help students cheat,1,GOVERNMENT
Don t believe this FAKE screen grab of ABP news; here s the...,0,GOVERNMENT
MSP will be hiked continuously in coming years: Rajnath Singh,1,GOVERNMENT
TechM To Probe Charges Of Discrimination Against Homosexuals By Manager,1,VIOLENCE
"Fact Check: Did Dhoni confirm he will play T20 World Cup in 2020?. Fact Check: No, Harvard University did not give credit to 2019 Kumbh Mela over 2014 FIFA World Cup",0,COVID-19
'Rhea Chakraborty s complaint goes against Supreme Court s order': Sushant Rajput's family lawyer,1,VIOLENCE
CBI questions Gehlot s OSD in suicide case of Rajasthan police officer,1,VIOLENCE
"Obama, Anthony Fauci, Melinda Gates didn t visit Wuhan lab in 2015;...",0,MISLEADING
Order to regulate fake news by cancelling accreditation withdrawn,0,MISLEADING
Conservation of river dolphins: Experts pitch for trans-boundary commission,1,POLITICS
"BJP didn t make Rs 15 lakh promise in 2014 manifesto, says party leader Kalraj Mishra",1,ELECTION
Fact Check: Reports of IAF pilot Gunjan Saxena being a Shaurya...,0,TRAD
Fact Check: Assam Government Announced 100% Free Admission To Colleges Amid COVID-19?,0,COVID-19
Centre plans to allow companies with 300 workers to hire and fire employees without permission,1,GOVERNMENT
Mamata Banerjee and Amit Shah holding ?Jai Sri Ram? poster? Here?s....Image Of Amit Shah Dining With Mamata Banerjee Revived With False...,0,POLITICS
"Maharashtra Assembly polls: BJP releases first list of candidates, CM to contest from Nagpur South West",1,ELECTION
Fact Check: Did AIMIM Leaders Burn 'Saffron Flag'?.Fact Check: Did Brazilians observe PM Modi's 'lights out' call?,0,GOVERNMENT
38-year-old delivery agent who walked 200 km on foot from Delhi to reach his home in Morena dies on highway,1,GOVERNMENT
"PM Modi s all-party meet on Galwan valley clash today; AAP, RJD, AIMIM not invited, fume",1,GOVERNMENT
Govt to soon come out with model tenancy law to boost affordable housing scheme,1,GOVERNMENT
JU s community radio station assumes significance during lockdown; gives essential information to listeners,1,GOVERNMENT
Money laundering: ED attaches Rs 203-cr worth Dubai assets of Iqbal Mirchi s family,1,TERROR
Why these 3 Punjab seats bucked state trend and saw high voter turnout,1,ELECTION
"No, non-resident Indians cannot vote online during general elections in India",0,COVID-19
Anna Hazare calls off fast after meeting with Maharashtra CM Devendra Fadnavis,1,ELECTION
